LAB;EXP;Date of MTT assay;Culture ID;Plate ID;Passage ID;Animal Pool ID;ID LAB;Experimental Group;Group;Exclude?;Optical Density (a.u.)
LAB21;MTT33;06/04/23;NA;NA;305;NA;;Sham (seperate plate);;;1,178
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Alfa-Bisabolol;Group2;;0,47
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Alfa-Bisabolol;Group2;;0,414
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Alfa-Bisabolol;Group2;;0,442
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Control;;;0,405
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Control;;;0,384
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Control;;;0,395
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Vehicle;Group1;;0,409
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Vehicle;Group1;;0,38
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Vehicle;Group1;;0,417
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Positive;Positive_Control;;0,015
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Positive;Positive_Control;;0,007
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Positive;Positive_Control;;0,001
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Blank;Group1_blank;;-0,002
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Blank;Group1_blank;;0,006
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Blank;Group1_blank;;0,003
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Treatment blank;Group2_blank;;0,009
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Treatment blank;Group2_blank;;0,003
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Treatment blank;Group2_blank;;0,003
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Sham (seperate plate);;;0,782
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Sham (seperate plate);;;0,874
LAB21;MTT33;12/04/23;NA;NA;306;NA;;Sham (seperate plate);;;0,703
LAB21;MTT37;02/10/23;NA;NA;3;NA;;CBD;Group2;;0,617
LAB21;MTT37;02/10/23;NA;NA;3;NA;;CBD;Group2;;0,571
LAB21;MTT37;02/10/23;NA;NA;3;NA;;CBD;Group2;;0,714
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Control;;;0,45
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Control;;;0,459
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Control;;;0,392
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Vehicle;Group1;;0,413
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Vehicle;Group1;;0,351
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Vehicle;Group1;;0,377
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Sham;;;0,608
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Sham;;;0,574
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Sham;;;0,47
LAB21;MTT37;02/10/23;NA;NA;3;NA;;TX100;Positive_Control;;0,041
LAB21;MTT37;02/10/23;NA;NA;3;NA;;TX100;Positive_Control;;0,049
LAB21;MTT37;02/10/23;NA;NA;3;NA;;TX100;Positive_Control;;0,051
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Blank CBD;Group2_blank;;0,053
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Blank CBD;Group2_blank;;0,049
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Blank CBD;Group2_blank;;0,103
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Blank  ;Group1_blank;;0,052
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Blank  ;Group1_blank;;0,06
LAB21;MTT37;02/10/23;NA;NA;3;NA;;Blank  ;Group1_blank;;0,08
LAB21;MTT37;02/10/23;NA;NA;3;NA;;DMSO;;;0
LAB21;MTT37;02/10/23;NA;NA;3;NA;;DMSO;;;0
LAB21;MTT37;02/10/23;NA;NA;3;NA;;DMSO;;;0
LAB21;MTT37;03/01/23;NA;NA;4;NA;;CBD;Group2;;0,846
LAB21;MTT37;03/01/23;NA;NA;4;NA;;CBD;Group2;;0,667
LAB21;MTT37;03/01/23;NA;NA;4;NA;;CBD;Group2;;0,817
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Control;;;0,775
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Control;;;0,557
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Control;;;0,744
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Vehicle;Group1;;0,634
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Vehicle;Group1;;0,665
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Vehicle;Group1;;0,591
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Sham;;;0,706
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Sham;;;1,09
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Sham;;;0,757
LAB21;MTT37;03/01/23;NA;NA;4;NA;;TX100;Positive_Control;;0,052
LAB21;MTT37;03/01/23;NA;NA;4;NA;;TX100;Positive_Control;;0,063
LAB21;MTT37;03/01/23;NA;NA;4;NA;;TX100;Positive_Control;;0,063
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Blank CBD;Group2_blank;;0,086
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Blank CBD;Group2_blank;;0,078
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Blank CBD;Group2_blank;;0,071
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Blank  ;Group1_blank;;0,064
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Blank  ;Group1_blank;;0,063
LAB21;MTT37;03/01/23;NA;NA;4;NA;;Blank  ;Group1_blank;;0,066
LAB21;MTT37;03/01/23;NA;NA;4;NA;;DMSO;;;0
LAB21;MTT37;03/01/23;NA;NA;4;NA;;DMSO;;;0
LAB21;MTT37;03/01/23;NA;NA;4;NA;;DMSO;;;0
LAB21;MTT37;03/10/23;NA;NA;5;NA;;CBD;Group2;;0,968
LAB21;MTT37;03/10/23;NA;NA;5;NA;;CBD;Group2;;0,809
LAB21;MTT37;03/10/23;NA;NA;5;NA;;CBD;Group2;;0,862
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Control;;;0,682
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Control;;;0,582
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Control;;;0,731
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Vehicle;Group1;;0,425
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Vehicle;Group1;;0,54
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Vehicle;Group1;;0,553
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Sham;;;0,81
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Sham;;;0,725
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Sham;;;0,847
LAB21;MTT37;03/10/23;NA;NA;5;NA;;TX100;Positive_Control;;0,064
LAB21;MTT37;03/10/23;NA;NA;5;NA;;TX100;Positive_Control;;0,046
LAB21;MTT37;03/10/23;NA;NA;5;NA;;TX100;Positive_Control;;0,053
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Blank CBD;Group2_blank;;0,057
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Blank CBD;Group2_blank;;0,055
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Blank CBD;Group2_blank;;0,55
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Blank  ;Group1_blank;;0,037
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Blank  ;Group1_blank;;0,043
LAB21;MTT37;03/10/23;NA;NA;5;NA;;Blank  ;Group1_blank;;0,036
LAB21;MTT37;03/10/23;NA;NA;5;NA;;DMSO;;;0
LAB21;MTT37;03/10/23;NA;NA;5;NA;;DMSO;;;0
LAB21;MTT37;03/10/23;NA;NA;5;NA;;DMSO;;;0,001
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Norepinephrine group;Group2;;0,373
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Norepinephrine group;Group2;;0,365
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Norepinephrine group;Group2;;0,361
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Control group;;;0,407
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Control group;;;0,402
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Control group;;;0,382
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Vehicle group;Group1;;0,388
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Vehicle group;Group1;;0,381
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Vehicle group;Group1;;0,384
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Positive control group;Positive_Control;;0,001
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Positive control group;Positive_Control;;-0,001
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Positive control group;Positive_Control;;-0,003
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Treatment blank;Group2_blank;;0,002
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Treatment blank;Group2_blank;;0,006
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Treatment blank;Group2_blank;;0,01
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Blank;Group1_blank;;0,027
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Blank;Group1_blank;;0
LAB21;MTT87;01/02/23;NA;NA;31;NA;;Blank;Group1_blank;;0,003
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Norepinephrine group;Group2;;0,36
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Norepinephrine group;Group2;;0,444
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Norepinephrine group;Group2;;0,447
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Control group;;;0,44
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Control group;;;0,466
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Control group;;;0,436
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Vehicle group;Group1;;0,439
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Vehicle group;Group1;;0,472
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Vehicle group;Group1;;0,454
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Positive control group;Positive_Control;;-0,007
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Positive control group;Positive_Control;;-0,007
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Positive control group;Positive_Control;;-0,007
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Treatment blank;Group2_blank;;0,001
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Treatment blank;Group2_blank;;0
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Treatment blank;Group2_blank;;0
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Blank;Group1_blank;;-0,003
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Blank;Group1_blank;;-0,001
LAB21;MTT87;06/02/23;NA;NA;33;NA;;Blank;Group1_blank;;-0,003
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Norepinephrine group;Group2;;0,344
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Norepinephrine group;Group2;;0,343
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Norepinephrine group;Group2;;0,444
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Control group;;;0,396
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Control group;;;0,477
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Control group;;;0,442
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Vehicle group;Group1;;0,38
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Vehicle group;Group1;;0,425
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Vehicle group;Group1;;0,412
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Positive control group;Positive_Control;;-0,004
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Positive control group;Positive_Control;;-0,007
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Positive control group;Positive_Control;;-0,006
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Treatment blank;Group2_blank;;0,012
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Treatment blank;Group2_blank;;0,014
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Treatment blank;Group2_blank;;0,016
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Blank;Group1_blank;;0,002
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Blank;Group1_blank;;0
LAB21;MTT87;24/02/23;NA;NA;34;NA;;Blank;Group1_blank;;0
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Norepinephrine group;Group2;;0,405
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Norepinephrine group;Group2;;0,615
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Norepinephrine group;Group2;;0,814
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Control group;;;0,292
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Control group;;;0,231
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Control group;;;0,546
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Vehicle group;Group1;;0,285
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Vehicle group;Group1;;0,388
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Vehicle group;Group1;;0,239
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Positive control group;Positive_Control;;-0,012
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Positive control group;Positive_Control;;-0,01
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Positive control group;Positive_Control;;-0,008
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Treatment blank;Group2_blank;;0,006
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Treatment blank;Group2_blank;;0
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Treatment blank;Group2_blank;;0,002
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Blank;Group1_blank;;0,003
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Blank;Group1_blank;;-0,003
LAB21;MTT87;03/01/23;NA;NA;38;NA;;Blank;Group1_blank;;0
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Norepinephrine group;Group2;;0,459
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Norepinephrine group;Group2;;0,589
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Norepinephrine group;Group2;;0,632
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Control group;;;0,419
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Control group;;;0,468
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Control group;;;0,375
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Vehicle group;Group1;;0,475
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Vehicle group;Group1;;0,404
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Vehicle group;Group1;;0,411
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Positive control group;Positive_Control;;-0,013
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Positive control group;Positive_Control;;-0,013
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Positive control group;Positive_Control;;-0,01
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Treatment blank;Group2_blank;;-0,002
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Treatment blank;Group2_blank;;0,001
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Treatment blank;Group2_blank;;0,001
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Blank;Group1_blank;;0
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Blank;Group1_blank;;-0,003
LAB21;MTT87;13/03/23;NA;NA;32;NA;;Blank;Group1_blank;;0,026
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Norepinephrine group;Group2;;0,476
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Norepinephrine group;Group2;;0,407
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Norepinephrine group;Group2;;0,459
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Control group;;;0,497
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Control group;;;0,399
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Control group;;;0,504
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Vehicle group;Group1;;0,397
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Vehicle group;Group1;;0,507
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Vehicle group;Group1;;0,33
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Positive control group;Positive_Control;;-0,003
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Positive control group;Positive_Control;;-0,004
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Positive control group;Positive_Control;;-0,003
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Treatment blank;Group2_blank;;-0,003
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Treatment blank;Group2_blank;;-0,003
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Treatment blank;Group2_blank;;-0,004
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Blank;Group1_blank;;-0,007
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Blank;Group1_blank;;-0,007
LAB21;MTT87;23/03/23;NA;NA;35;NA;;Blank;Group1_blank;;-0,007
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Norepinephrine group;Group2;;0,651
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Norepinephrine group;Group2;;0,684
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Norepinephrine group;Group2;;0,704
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Control group;;;0,648
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Control group;;;0,706
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Control group;;;0,698
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Vehicle group;Group1;;0,652
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Vehicle group;Group1;;0,703
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Vehicle group;Group1;;0,703
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Positive control group;Positive_Control;;0
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Positive control group;Positive_Control;;-0,004
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Positive control group;Positive_Control;;0
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Treatment blank;Group2_blank;;-0,004
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Treatment blank;Group2_blank;;-0,006
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Treatment blank;Group2_blank;;-0,006
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Blank;Group1_blank;;-0,002
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Blank;Group1_blank;;-0,006
LAB21;MTT87;29/03/23;NA;NA;36;NA;;Blank;Group1_blank;;0,018
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Norepinephrine group;Group2;;0,388
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Norepinephrine group;Group2;;0,322
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Norepinephrine group;Group2;;0,404
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Control group;;;0,424
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Control group;;;0,402
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Control group;;;0,439
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Vehicle group;Group1;;0,429
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Vehicle group;Group1;;0,414
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Vehicle group;Group1;;0,402
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Positive control group;Positive_Control;;-0,003
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Positive control group;Positive_Control;;-0,003
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Positive control group;Positive_Control;;-0,003
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Treatment blank;Group2_blank;;-0,002
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Treatment blank;Group2_blank;;-0,003
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Treatment blank;Group2_blank;;-0,004
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Blank;Group1_blank;;-0,005
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Blank;Group1_blank;;-0,006
LAB21;MTT87;30/03/23;NA;NA;37;NA;;Blank;Group1_blank;;-0,007
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,264
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,461
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,493
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,531
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,518
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,489
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,575
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,534
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,541
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,659
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,561
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,54
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,565
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,534
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,489
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,522
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,521
LAB22;MTT60;19/10/22;NA;1;3;NA;;Control;Group1;;0,496
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,382
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,379
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,373
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,66
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,675
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,656
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,654
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,662
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,61
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,622
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,614
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,629
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,665
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,642
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,626
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,573
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,544
LAB22;MTT60;19/10/22;NA;1;3;NA;;Arhgap21;Group2;;0,541
LAB22;MTT60;19/10/22;NA;1;3;NA;;Blank;Blank_all_groups;;0,042
LAB22;MTT60;19/10/22;NA;1;3;NA;;Blank;Blank_all_groups;;0,044
LAB22;MTT60;19/10/22;NA;1;3;NA;;Blank;Blank_all_groups;;0,039
LAB22;MTT60;19/10/22;NA;1;3;NA;;Blank;Blank_all_groups;;0,044
LAB22;MTT60;19/10/22;NA;1;3;NA;;Blank;Blank_all_groups;;0,039
LAB22;MTT60;19/10/22;NA;1;3;NA;;Blank;Blank_all_groups;;0,043
LAB22;MTT60;19/10/22;NA;1;3;NA;;Blank;Blank_all_groups;;0,038
LAB22;MTT60;19/10/22;NA;1;3;NA;;Blank;Blank_all_groups;;0,042
LAB22;MTT60;19/10/22;NA;1;3;NA;;Blank;Blank_all_groups;;0,038
LAB22;MTT60;21/10/22;NA;2;4;NA;;Control;Group1;;0,196
LAB22;MTT60;21/10/22;NA;2;4;NA;;Control;Group1;;0,209
LAB22;MTT60;21/10/22;NA;2;4;NA;;Control;Group1;;0,226
LAB22;MTT60;21/10/22;NA;2;4;NA;;Control;Group1;;0,212
LAB22;MTT60;21/10/22;NA;2;4;NA;;Control;Group1;;0,206
LAB22;MTT60;21/10/22;NA;2;4;NA;;Control;Group1;;0,195
LAB22;MTT60;21/10/22;NA;2;4;NA;;Control;Group1;;0,195
LAB22;MTT60;21/10/22;NA;2;4;NA;;Control;Group1;;0,172
LAB22;MTT60;21/10/22;NA;2;4;NA;;Control;Group1;;0,181
LAB22;MTT60;21/10/22;NA;2;4;NA;;Arhgap21;Group2;;0,243
LAB22;MTT60;21/10/22;NA;2;4;NA;;Arhgap21;Group2;;0,239
LAB22;MTT60;21/10/22;NA;2;4;NA;;Arhgap21;Group2;;0,245
LAB22;MTT60;21/10/22;NA;2;4;NA;;Arhgap21;Group2;;0,225
LAB22;MTT60;21/10/22;NA;2;4;NA;;Arhgap21;Group2;;0,224
LAB22;MTT60;21/10/22;NA;2;4;NA;;Arhgap21;Group2;;0,243
LAB22;MTT60;21/10/22;NA;2;4;NA;;Arhgap21;Group2;;0,245
LAB22;MTT60;21/10/22;NA;2;4;NA;;Arhgap21;Group2;;0,232
LAB22;MTT60;21/10/22;NA;2;4;NA;;Arhgap21;Group2;;0,25
LAB22;MTT60;21/10/22;NA;2;4;NA;;Blank;Blank_all_groups;;0,044
LAB22;MTT60;21/10/22;NA;2;4;NA;;Blank;Blank_all_groups;;0,046
LAB22;MTT60;21/10/22;NA;2;4;NA;;Blank;Blank_all_groups;;0,04
LAB22;MTT60;21/10/22;NA;2;4;NA;;Blank;Blank_all_groups;;0,044
LAB22;MTT60;21/10/22;NA;2;4;NA;;Blank;Blank_all_groups;;0,039
LAB22;MTT60;21/10/22;NA;2;4;NA;;Blank;Blank_all_groups;;0,042
LAB22;MTT60;21/10/22;NA;2;4;NA;;Blank;Blank_all_groups;;0,038
LAB22;MTT60;21/10/22;NA;2;4;NA;;Blank;Blank_all_groups;;0,043
LAB22;MTT60;21/10/22;NA;2;4;NA;;Blank;Blank_all_groups;;0,04
LAB22;MTT60;27/10/22;NA;3;5;NA;;Control;Group1;;0,477
LAB22;MTT60;27/10/22;NA;3;5;NA;;Control;Group1;;0,467
LAB22;MTT60;27/10/22;NA;3;5;NA;;Control;Group1;;0,47
LAB22;MTT60;27/10/22;NA;3;5;NA;;Control;Group1;;0,65
LAB22;MTT60;27/10/22;NA;3;5;NA;;Control;Group1;;0,644
LAB22;MTT60;27/10/22;NA;3;5;NA;;Control;Group1;;0,617
LAB22;MTT60;27/10/22;NA;3;5;NA;;Control;Group1;;0,569
LAB22;MTT60;27/10/22;NA;3;5;NA;;Control;Group1;;0,544
LAB22;MTT60;27/10/22;NA;3;5;NA;;Control;Group1;;0,559
LAB22;MTT60;27/10/22;NA;3;5;NA;;Arhgap21;Group2;;0,491
LAB22;MTT60;27/10/22;NA;3;5;NA;;Arhgap21;Group2;;0,487
LAB22;MTT60;27/10/22;NA;3;5;NA;;Arhgap21;Group2;;0,486
LAB22;MTT60;27/10/22;NA;3;5;NA;;Arhgap21;Group2;;0,504
